,INTERACTOR_A,INTERACTOR_B
3061,KEAP1,LAMA1
3062,CBX1,AHDC1
3063,CBX3,AHDC1
3064,CBX5,AHDC1
3065,L3MBTL1,FANCI
3066,WDR5,KMT2D
3067,SENP7,AHDC1
3068,HIF1AN,HEATR1
3069,HIF1AN,CHD1L
3070,EGLN3,CHD1L
3071,EGLN3,FBN2
3072,EGLN3,POLE
3073,EGLN3,FANCI
3074,EGLN3,RARS2
3075,RIPK4,MADD
3076,RIPK4,MDN1
3077,RIPK4,POLE
3078,MAPK6,FANCI
3079,TMPO,AHNAK
3080,TPTE,FANCI
3081,PTPRO,PTK7
3082,POLE,MMS19
3083,POLE,CIAO1
3084,POLE,POLE2
3085,POLE,POLE3
3086,POLE,POLE4
3087,POLE,DDB1
3088,POLE,CIAO1
3089,POLE,MMS19
3090,POLE,POLR2B
3091,MDC1,ATM
3092,WDR77,HMCN1
3093,GLTSCR2,ATM
3094,ATM,GLTSCR2
3095,GSK3A,AHDC1
3096,MED12,NUMA1
3097,MTCH2,FLNA
3098,TGFB1,FLNA
3099,CTNNB1,NUMA1
3100,RNF138,ADD1
3101,TCF7L2,NUMA1
3102,HIF1A,FANCI
3103,HIF1A,HEATR1
3104,UBE2M,AGL
3105,UBE2M,FLNA
3106,SQSTM1,FLNA
3107,FLNA,SQSTM1
3108,FLNA,RAD51
3109,PYHIN1,HSPG2
3110,PYHIN1,LAMA1
3111,PYHIN1,MDN1
3112,PLK3,HIF1A
3113,SIAH2,PLK3
3114,FANCL,FANCI
3115,USP1,FANCI
3116,PRPF8,FLNA
3117,PRPF8,PLEC
3118,PRPF8,AHNAK
3119,EFTUD2,FLNA
3120,EFTUD2,PLEC
3121,EFTUD2,AHNAK
3122,EFTUD2,AHNAK2
3123,AAR2,FLNA
3124,AAR2,AHNAK
3125,PIH1D1,AGL
3126,PIH1D1,FLNA
3127,PIH1D1,PLEC
3128,PIH1D1,AHNAK
3129,EFTUD2,NUMA1
3130,USP36,NTRK1
3131,NTRK1,USP36
3132,USP36,NTRK1
3133,USP36,NEDD4
3134,TNIP2,FLNA
3135,SOCS6,DST
3136,SOCS6,FANCI
3137,SOCS6,DST
3138,SOCS6,FANCI
3139,CETN3,MDN1
3140,CHD3,NUMA1
3141,CHD3,MDN1
3142,CHD3,USP36
3143,RNF4,PTK7
3144,RNF4,PLEC
3145,CHD4,NUMA1
3146,CHD4,MDN1
3147,CHD4,USP36
3148,RNF4,HEATR1
3149,RNF4,FLNA
3150,RNF4,FBN2
3151,RNF4,FANCI
3152,TNF,PLEC
3153,RNF4,AHNAK
3154,ARIH1,POLE
3155,LGALS14,FLNA
3156,ATM,CRX
3157,EGR2,PDE4DIP
3158,CDC34,MDN1
3159,HAVCR1,SLC12A3
3160,MMS19,POLE
3161,CIAO1,POLE
3162,CALCOCO2,PLEC
3163,SPDL1,FLNA
3164,SPDL1,MYH11
3165,SPDL1,PLEC
3166,SPDL1,AHNAK
3167,RIOK1,FLNA
3168,UBE2D2,PHRF1
3169,UBE2L3,CUL9
3170,PRKCZ,FLNA
3171,FGF11,PEG3
3172,DAPK1,AHDC1
3173,LRRK2,AHDC1
3174,MFHAS1,AHDC1
3175,ESR2,MDN1
3176,ESR2,HEATR1
3177,ESR2,CHD1L
3178,ESR2,AHDC1
3179,ESR2,USP36
3180,ESR2,HPS5
3181,ESR2,DST
3182,ESR2,ATM
3183,ESR2,KMT2D
3184,ESR2,MADD
3185,ESR2,PHRF1
3186,ESR2,A2ML1
3187,ESR2,ADD1
3188,HEXIM1,FLNA
3189,HEXIM1,AGL
3190,MEPCE,FLNA
3191,MEPCE,AGL
3192,LARP7,FLNA
3193,LARP7,AGL
3194,LARP7,MYH11
3195,RNF123,CSMD2
3196,RNF123,ITPRIPL1
3197,RNF123,AGL
3198,RNF123,MDN1
3199,RNF123,LAMA1
3200,RNF123,ATM
3201,RNF123,FOCAD
3202,RNF123,DST
3203,RNF123,AHNAK
3204,RNF123,MCPH1
3205,RNF123,OBSCN
3206,PPT1,PLEC
3207,PPT1,AHNAK
3208,HERC2,PLEC
3209,UBE3A,AHNAK
3210,SNAI1,RARS2
3211,AGR2,AHNAK
3212,AGR2,AHNAK2
3213,AGR2,MYH11
3214,AGR2,NUMA1
3215,AGR2,PLEC
3216,AGR2,MDN1
3217,AGR2,DST
3218,AGR2,AHNAK
3219,AGR2,PLEC
3220,AGR2,FLNA
3221,AGR2,FLNA
3222,USP36,HIST1H2BB
3223,USP36,HIST1H2BB
3224,HIST1H2BB,USP36
3225,HRAS,ADD1
3226,KRAS,ADD1
3227,NRAS,ADD1
3228,EZH2,AHNAK
3229,EZH2,NUMA1
3230,EZH2,KMT2D
3231,EZH2,FANCI
3232,SUZ12,NUMA1
3233,SUZ12,KMT2D
3234,EZH2,POLE
3235,SUZ12,AHDC1
3236,RECQL4,PEG3
3237,ATM,PTCH1
3238,PLK3,PLK1
3239,PLK3,CHEK2
3240,PLK3,RRM2
3241,PLK3,PPM1A
3242,PLK3,TENC1
3243,PLK3,SLX4
3244,PLK3,CHEK2
3245,PLK3,CHEK2
3246,SOX2,KMT2D
3247,DCPS,AHNAK
3248,DCPS,PLEC
3249,DCPS,MDN1
3250,TNRC6A,AHNAK2
3251,MB21D1,SULF1
3252,MB21D1,COL6A3
3253,ATM,TP53BP1
3254,RNF144A,ADD1
3255,GPC1,LAMA3
3256,GPC1,FLNA
3257,GPC1,PLEC
3258,KDM6B,FLNA
3259,SOCS1,ATM
3260,ELP3,KMT2D
3261,CXXC1,KMT2D
3262,ATM,PRKDC
3263,APEX1,ATM
3264,BCAT2,MMP25
3265,ATM,MAP3K4
3266,BCAT2,PRKDC
3267,BCAT2,PTK6
3268,BCAT2,POMC
3269,ACVR1,ATM
3270,BCAT2,PRODH
3271,BCAT2,CSK
3272,BCAT2,LTC4S
3273,ATM,TPSAB1
3274,BCAT2,FABP4
3275,BCAT2,SLC5A5
3276,AOC3,BCAT2
3277,ATR,BCAT2
3278,ATM,PIM1
3279,ZFP36L2,DGCR2
3280,ANK1,OBSCN
3281,OBSCN,ANK1
3282,OBSCN,ANK1
3283,MYC,CHD1L
3284,MYC,A2ML1
3285,MYC,POLE
3286,MYC,FANCI
3287,MYC,DST
3288,MYC,FLNA
3289,MYC,AHNAK
3290,MYC,NUMA1
3291,MYC,PLEC
3292,MYC,AHNAK2
3293,MYC,HEATR1
3294,MYC,MDN1
3295,MYC,USP36
3296,RNF41,AHNAK
3297,RNF41,FLNA
3298,CDK9,FLNA
3299,CDK9,ADD1
3300,CDK9,NUMA1
3301,CDK9,PLEC
3302,CDK9,AHNAK2
3303,TP73,FLNA
3304,FLNA,TP73
3305,TP73,FLNA
3306,ATM,RPL5
3307,ATM,RPL11
3308,MDM2,ATM
3309,TP53,ATM
3310,KRAS,PTK7
3311,AVEN,ATM
3312,ATM,ATM
3313,PTPRN,MADD
3314,PTPRN,MADD
3315,MADD,PTPRN
3316,ANK1,OBSCN
3317,OBSCN,ANK1
3318,ANK1,OBSCN
3319,BLM,ATM
3320,WDR76,NUMA1
3321,WDR76,MDN1
3322,HIST1H4A,NUMA1
3323,HIST1H4A,MDN1
3324,HIST1H4A,AHNAK
3325,HIST1H2BB,NUMA1
3326,HIST1H2BB,AHNAK
3327,HIST1H2BB,MDN1
3328,HIST1H2AB,MDN1
3329,HIST1H2AB,NUMA1
3330,FBL,HEATR1
3331,FBL,USP36
3332,GOLGA2,KMT2D
3333,HIST1H3A,NUMA1
3334,LAMP1,ADD1
3335,LAMP1,PTK7
3336,BET1,DST
3337,BET1,FANCI
3338,EZR,DST
3339,EZR,AHNAK
3340,TGOLN2,DST
3341,GSK3B,DST
3342,LAMP1,PTK7
3343,LAMP1,DST
3344,RAB11A,HAL
3345,RAB9A,DST
3346,RPS6,HEATR1
3347,RPS6,USP36
3348,RPS6,FANCI
3349,TGOLN2,FANCI
3350,CANX,HAL
3351,HSPD1,BCAT2
3352,TOMM20,DST
3353,TOMM22,DST
3354,AURKAIP1,FANCI
3355,MAPRE1,DST
3356,MAPRE1,PDE4DIP
3357,CDK5RAP2,PDE4DIP
3358,CDK5RAP2,AHNAK
3359,PDE4DIP,AKAP9
3360,PDE4DIP,PRKAR2A
3361,PDE4DIP,PRKAR2B
3362,PDE4DIP,MAPRE1
3363,PDE4DIP,OSBPL9
3364,PDE4DIP,PRKACB
3365,PDE4DIP,PRKACA
3366,PDE4DIP,LGALS3BP
3367,PDE4DIP,PSME3
3368,PDE4DIP,DYNLL1
3369,PDE4DIP,PLEC
3370,PDE4DIP,CDK5RAP2
3371,MAPRE1,PDE4DIP
3372,PDE4DIP,AKAP9
3373,PDE4DIP,CDK5RAP2
3374,PDE4DIP,MAPRE1
3375,PDE4DIP,PRKAR2A
3376,PDE4DIP,PRKACA
3377,CDK5RAP2,PDE4DIP
3378,AKAP9,PDE4DIP
3379,MAPRE1,PDE4DIP
3380,PDE4DIP,LGALS3BP
3381,IKBKG,ATM
3382,ATM,TRIM37
3383,TRIM37,ATM
3384,TP53BP1,ATM
3385,TP53BP1,MDN1
3386,BRCA1,ATM
3387,BRCA1,MCPH1
3388,BRCA1,FANCI
3389,BRCA1,POLE
3390,MDC1,ATM
3391,KRT17,DST
3392,KIAA1429,AHNAK2
3393,KIAA1429,AHNAK
3394,KIAA1429,PDZD2
3395,KIAA1429,KMT2D
3396,KIAA1429,MDN1
3397,KIAA1429,DST
3398,KIAA1429,PLEC
3399,KIAA1429,AHDC1
3400,KIAA1429,FBN2
3401,KIAA1429,OBSCN
3402,KIAA1429,FLNA
3403,KIAA1429,FOCAD
3404,KIAA1429,HEATR1
3405,KIAA1429,HSPG2
3406,KIAA1429,LYST
3407,KIAA1429,PHRF1
3408,KIAA1429,ATM
3409,KIAA1429,AGL
3410,KIAA1429,MCPH1
3411,KIAA1429,POLE
3412,KIAA1429,NUMA1
3413,KIAA1429,ATP8B2
3414,KIAA1429,USP36
3415,KIAA1429,LAMA3
3416,KIAA1429,MADD
3417,METTL14,FLNA
3418,WTAP,FLNA
3419,METTL14,PLEC
3420,METTL14,AHNAK
3421,KIAA1429,PLEC
3422,KIAA1429,HEATR1
3423,KIAA1429,MDN1
3424,KIAA1429,FANCI
3425,KIAA1429,NUMA1
3426,KIAA1429,AHNAK
3427,KIAA1429,FLNA
3428,PSME3,PLEC
3429,TP53,ATM
3430,SIRPA,FLNA
3431,ANK3,PLEC
3432,ANK3,PLEC
3433,ANK3,PLEC
3434,RC3H2,FLNA
3435,ANAPC4,LYST
3436,GP1BA,FLNA
3437,MCPH1,TOPBP1
3438,TOPBP1,MCPH1
3439,TOPBP1,MCPH1
3440,ATM,MCPH1
3441,ATR,MCPH1
3442,ATM,TP53
3443,ATM,STK11
3444,ATM,BRCA1
3445,SIM2,ATM
3446,ATG16L1,PLEC
3447,ATG16L1,EEFSEC
3448,CTDP1,ATM
3449,CTDP1,FANCI
3450,CTDP1,MDN1
3451,CTDP1,FANCI
3452,ERBB2,PTK7
3453,ERBB2,TYRO3
3454,ACTC1,FLNA
3455,ACTC1,ADD1
3456,ACTC1,ATP8B2
3457,ACTC1,ATP8B2
3458,ACTC1,NUMA1
3459,ACTC1,ADD1
3460,ACTC1,DST
3461,ZBTB7A,MDN1
3462,ESR2,PLEC
3463,PHB,POLE
3464,PHB,MDN1
3465,PHB,FLNA
3466,PRKD2,CUL9
3467,BRCA2,PLEC
3468,BRCA2,PLEC
3469,PLEC,BRCA2
3470,BRCA2,PLEC
3471,H2AFX,MDN1
3472,KMT2D,KDM6A
3473,KMT2D,RBBP5
3474,KDM6A,KMT2D
3475,ATM,RBBP8
3476,FBLIM1,FLNA
3477,Bach1,NUMA1
3478,ATM,TOPBP1
3479,FLCN,AHNAK
3480,FANCL,FANCI
3481,USP1,FANCI
3482,USP1,FANCI
3483,FANCD2,FANCI
3484,USP36,CTNNB1
3485,MCPH1,E2F1
3486,ARMC12,PLEC
3487,ATM,RSF1
3488,ATM,SMARCA5
3489,ATM,NBN
3490,ATM,BAZ1A
3491,ATM,BAZ1B
3492,RSF1,ATM
3493,RSF1,FANCI
3494,FANCI,RSF1
3495,CCND1,FANCI
3496,CCND1,NUMA1
3497,TET2,PLEC
3498,KMT2D,ASH2L
3499,KMT2D,RBBP5
3500,WDR5,KMT2D
3501,MYC,FANCI
3502,TMEM41B,HEATR1
3503,TMEM41B,FANCI
3504,TNFAIP3,MYH11
3505,TANK,AHNAK
3506,TANK,HEATR1
3507,TANK,PLEC
3508,TRAF2,MYH11
3509,TRAF2,PLEC
3510,TNIP1,MYH11
3511,BRCA1,FLNA
3512,BRCA1,FLNA
3513,FLNA,BRCA1
3514,BRCA1,FLNA
3515,BRCA1,FLNA
3516,RAD51,FLNA
3517,PRKDC,FLNA
3518,CTCF,CHD1L
3519,HRAS,PTK7
3520,NRAS,PTK7
3521,NRAS,HAL
3522,KRAS,PTK7
3523,DISC1,FBN2
3524,DISC1,PDE4DIP
3525,DISC1,PDE4DIP
3526,DISC1,FLNA
3527,USP14,FLNA
3528,USP14,OBSCN
3529,NR2C2,FLNA
3530,NR2C2,HEATR1
3531,NR2C2,AHNAK
3532,NR2C2,PLEC
3533,NR2C2,NUMA1
3534,NR2C2,ADD1
3535,NR2C2,CHD1L
3536,NR2C2,MDN1
3537,PPP1CC,NUMA1
3538,PPP1CC,PLEC
3539,TRIM29,ATM
3540,TRIM29,ATM
3541,H2AFX,ATM
3542,SCAI,AHDC1
3543,ATM,RBBP8
3544,PPARG,HEATR1
3545,MTDH,FANCI
3546,MTDH,OBSCN
3547,MTDH,FLNA
3548,MTDH,HSPG2
3549,MTDH,PLEC
3550,MTDH,CUL9
3551,UBE3C,AHNAK
3552,UBE3C,AHNAK
3553,AHNAK,UBE3C
3554,AHNAK,TP53
3555,HDAC2,FLNA
3556,HDAC2,AHNAK
3557,HDAC2,AHNAK2
3558,HDAC2,HSPG2
3559,ZFYVE21,NUMA1
3560,CSK,ANO5
3561,ATM,XRCC5
3562,GBF1,AHNAK
3563,GBF1,AHNAK2
3564,ATM,IKBKG
3565,IKBKG,ATM
3566,ATM,CHEK2
3567,ATM,TP53
3568,TP53BP1,ATM
3569,XRCC6,NUMA1
3570,DCAF15,FLNA
3571,DCAF15,NUMA1
3572,DCAF15,LAMC3
3573,DCAF15,OBSCN
3574,BMH1,AGL
3575,BMH2,AGL
3576,UTP14A,USP36
3577,AGRN,MYH11
3578,ADD1,PRKCA
3579,ADD1,SPTB
3580,NHLRC2,A2ML1
3581,KRAS,EEFSEC
3582,KRAS,POLE
3583,DYNLT1,PLEC
3584,BICD2,PLEC
3585,HOOK1,FBN2
3586,HOOK1,PLEC
3587,HOOK3,PLEC
3588,FBXO38,POLE
3589,BMH1,NUMA1
3590,BMH2,NUMA1
3591,BMH1,NUMA1
3592,BMH2,NUMA1
3593,ATXN3,FANCI
3594,ATXN3,FLNA
3595,KMT2D,HIST1H4A
3596,KMT2D,ASH2L
3597,KMT2D,RBBP5
3598,KMT2D,WDR5
3599,OBSCN,ACOT13
3600,VDAC1,CUL9
3601,VDAC2,CUL9
3602,CUL9,VDAC3
3603,PDZD2,RAB11FIP5
3604,HIST1H4A,CHD1L
3605,HIST1H4A,AHNAK
3606,HIST1H4A,KMT2D
3607,HIST1H4A,PHRF1
3608,HIST1H4A,MCPH1
3609,HIST1H4A,HEATR1
3610,HIST1H4A,AHDC1
3611,HIST1H4A,DST
3612,HIST1H4A,MDN1
3613,HIST1H4A,USP36
3614,HIST1H4A,NUMA1
3615,PTEN,EEFSEC
3616,PTEN,SCN10A
3617,KLHL41,NRAP
3618,KLHL41,NRAP
3619,NRAP,KLHL41
3620,KLHL40,NRAP
3621,PSMD14,FLNA
3622,PSMD14,PLEC
3623,PELI1,ATM
3624,NBN,ATM
3625,ATM,PELI1
3626,APEX1,AGL
3627,APEX1,FANCI
3628,APEX1,MADD
3629,APEX1,AHNAK
3630,APEX1,LAMC3
3631,TRIM44,FLNA
3632,RARA,ATP8B2
3633,DYRK1A,AHNAK2
3634,DYRK1A,AHNAK
3635,DYRK1A,MYH11
3636,RNF38,AHNAK
3637,AHNAK,RNF38
3638,RNF38,AHNAK
3639,DYRK1A,KMT2D
3640,IFITM3,HEATR1
3641,ALYREF,NUMA1
3642,BCL2L14,FANCI
3643,BCL2L14,HEATR1
3644,BCL2L14,RARS2
3645,NT5C3A,RARS2
3646,P2RY6,FANCI
3647,P2RY6,HEATR1
3648,P2RY6,MDN1
3649,P2RY6,RARS2
3650,SCARB2,DST
3651,SCARB2,FLNA
3652,SCARB2,NUMA1
3653,SLC15A3,FANCI
3654,SLC15A3,HEATR1
3655,SLC15A3,RARS2
3656,VMP1,DST
3657,VMP1,FLNA
3658,TNFSF13B,HEATR1
3659,TNFSF13B,MDN1
3660,UNC93B1,ATM
3661,UNC93B1,FANCI
3662,UNC93B1,HEATR1
3663,UNC93B1,MDN1
3664,RNF213,AHNAK2
3665,AKT3,FLNA
3666,COMMD3,AHNAK
3667,SNRNP70,FANCI
3668,SNRNP70,EEFSEC
3669,BCL9,PLEC
3670,CUL4A,HSPG2
3671,Dppa3,FANCI
3672,Dppa3,HPS5
3673,TENC1,AGL
3674,ACPP,FANCI
3675,DUSP2,FANCI
3676,DUSP26,FANCI
3677,PTPRH,FANCI
3678,DUSP10,FBN2
3679,MDP1,FLNA
3680,PTPN12,FLNA
3681,PTPMT1,HEATR1
3682,DUSP15,POLE
3683,DUSP2,POLE
3684,DUSP26,POLE
3685,MTMR4,POLE
3686,PTPN14,POLE
3687,TPTE2,POLE
3688,PTPRO,PTK7
3689,FUS,NUMA1
3690,EWSR1,NUMA1
3691,TAF15,NUMA1
3692,MATR3,NUMA1
3693,GSK3B,FLNA
3694,CYLD,PLEC
3695,PLK1,FBN2
3696,MTMR8,MADD
3697,HMGB1,AHNAK
3698,HMGB1,NUMA1
3699,RHBDD1,AHNAK
3700,RHBDF2,DST
3701,RHBDF2,AHNAK
3702,LRWD1,NUMA1
3703,nsp13,PDE4DIP
3704,nsp9,FBN2
3705,ORF7a,MDN1
3706,BIRC3,MDN1
3707,BIRC3,NUMA1
3708,BIRC3,HEATR1
3709,BIRC3,FANCI
3710,BIRC3,FLNA
3711,STAU1,LAMC3
3712,STAU1,USP36
3713,STAU1,MDN1
3714,STAU1,ATM
3715,STAU1,POLE
3716,STAU1,NUMA1
3717,LMBR1L,PTK7
3718,LMBR1L,POLE
3719,LMBR1L,MYH11
3720,LMBR1L,FLNA
3721,LMBR1L,HEATR1
3722,LMBR1L,FANCI
3723,KMT2D,HIST1H4A
3724,KMT2D,HIST1H4A
3725,WWP2,DGCR2
3726,WWP2,AHDC1
3727,WWP2,NUMA1
3728,WWP2,FLNA
3729,Hsp22,RARS2
3730,VAC14,PDE4DIP
3731,SOX2,FLNA
3732,SOX2,COL6A3
3733,TRIM28,AGL
3734,TRIM28,POLE
3735,TRIM28,HEATR1
3736,TRIM28,NUMA1
3737,SQSTM1,AHNAK
3738,ATXN1,MYOM2
3739,ATXN1,OBSCN
3740,HTT,PLEC
3741,TEX101,CUL9
3742,TRAIP,POLE
3743,PTPRF,ACAN
3744,ATG16L1,ATM
3745,RAD52,PLK3
3746,LGALS14,FLNA
3747,HOXC8,PDE4DIP
3748,VAMP3,AHNAK2
3749,CTSA,AHNAK2
3750,CACNA1S,MEOX2
3751,CACNA1S,REL
3752,CACNA1S,CCDC106
3753,CACNA1S,CYSRT1
3754,MAPRE3,PDE4DIP
3755,ADD1,KLHL42
3756,ADD1,C1orf109
3757,ADD1,HSF2BP
3758,TYRO3,MGAT5B
3759,TYRO3,VWC2L
3760,TYRO3,GRB2
3761,TYRO3,KRTAP9-2
3762,POLE2,POLE
3763,MYOM1,PDE4DIP
3764,NAA10,PDE4DIP
3765,CYB5B,AHNAK2
3766,SGTA,ITPRIPL1
3767,LSM5,PLK3
3768,MEOX2,AHNAK
3769,RNF141,PLK3
3770,TSPO2,AHNAK2
3771,ZBTB24,PDE4DIP
3772,MDFI,PTK7
3773,PTK7,MTUS2
3774,PTK7,KRTAP10-8
3775,PTK7,KRTAP1-3
3776,PTK7,NOTCH2NL
3777,PTK7,NBPF19
3778,C3orf52,AHNAK2
3779,IGFBP5,AHNAK2
3780,C1orf109,PDE4DIP
3781,KLHL12,FLNA
3782,ZNF410,PDE4DIP
3783,HOXB5,PDE4DIP
3784,UBIAD1,AHNAK2
3785,AHNAK,AHNAK
3786,TRAF2,ITPRIPL1
3787,ZNF414,PDE4DIP
3788,CCDC146,PDE4DIP
3789,SDCBP,PDE4DIP
3790,GABARAPL1,AHNAK2
3791,ASGR1,AHNAK2
3792,PHOSPHO2,FLNA
3793,DDIT4L,FLNA
3794,FAM50B,PDE4DIP
3795,ATM,ESRRG
3796,CWF19L2,PDE4DIP
3797,PELO,FLNA
3798,ZFPL1,AHNAK2
3799,SCNM1,PDE4DIP
3800,ABLIM2,AHNAK2
3801,PRAP1,AHNAK2
3802,MFF,PLK3
3803,ZNF581,PDE4DIP
3804,HSPA6,FLNA
3805,HSPB7,FLNA
3806,ZBTB4,PDE4DIP
3807,PLEKHF2,FLNA
3808,POLE,ABHD16A
3809,MYOZ1,FLNA
3810,PDE4DIP,ZNF696
3811,PDE4DIP,ZKSCAN3
3812,PDE4DIP,ZNF124
3813,PDE4DIP,ZNF587
3814,PDE4DIP,LIN37
3815,FAM101A,FLNA
3816,C17orf62,AHNAK2
3817,AHNAK2,FAM3C
3818,UBQLN2,ITPRIPL1
3819,SPANXD,FLNA
3820,FLNA,HHLA3
3821,SGTB,ITPRIPL1
3822,ITPRIPL1,CDSN
3823,ATM,CBL
3824,ARIH2,AGL
3825,CCDC8,CUL9
3826,OBSL1,CUL9
3827,CUL9,GTPBP2
3828,CUL9,TP53
3829,CUL9,POTEJ
3830,CUL9,NEDD8
3831,CUL9,SH3BP4
3832,CUL9,TGFB2
3833,CUL9,LTBP4
3834,CUL9,ISOC1
3835,CUL9,PFKFB2
3836,CUL9,CYFIP1
3837,CUL9,ITGAV
3838,CUL9,NCKAP1
3839,CUL9,VTN
3840,CUL9,LGALS3BP
3841,CUL9,SLTM
3842,CUL9,MRPS33
3843,CUL9,MRPS10
3844,CUL9,SRSF2
3845,CUL9,SERPINB5
3846,CUL9,PPHLN1
3847,CUL9,GLMN
3848,CUL9,HADHA
3849,CUL9,ITGB5
3850,CUL9,TAF4B
3851,CUL9,ALG13
3852,CUL9,LINC00523
3853,CUL9,AP2S1
3854,CUL9,TEX19
3855,CUL9,MRPS24
3856,CUL9,KHDRBS3
3857,CUL9,DDOST
3858,CUL9,CAMK4
3859,CUL9,CLK1
3860,CUL9,APEX2
3861,CUL9,ATP6V0A4
3862,CUL9,TTLL6
3863,CUL9,CASK
3864,CUL9,ESYT1
3865,CUL9,BRD8
3866,CUL9,CCNB3
3867,CUL9,A2M
3868,CUL9,DOCK6
3869,CUL9,MYO7A
3870,CUL9,MYO18B
3871,CUL9,PSMB1
3872,CUL9,MRPS35
3873,CUL9,LOXL4
3874,CUL9,SCYL2
3875,CUL9,SLC25A3
3876,CUL9,FAM208B
3877,CUL9,TUBB3
3878,CUL9,AGO1
3879,CUL9,CSNK2A1
3880,CUL9,RALY
3881,CUL9,MRPS28
3882,CUL9,DOK6
3883,CUL9,AFF3
3884,CUL9,ACTC1
3885,CUL9,MAGEA10
3886,CUL9,IGKV2D-28
3887,CUL9,RBX1
3888,CUL9,EIF5A2
3889,CUL9,ATAD3A
3890,CUL9,H3F3C
3891,CUL9,FAM222A
3892,CUL9,NR5A2
3893,CUL9,MRPS14
3894,CUL9,MRPS16
3895,CUL9,MYL6
3896,CUL9,L1RE1
3897,CUL9,GLYR1
3898,CUL9,DLAT
3899,CUL9,SEMA4D
3900,CUL9,PSMA1
3901,CUL9,SNRNP40
3902,CUL9,TWF1
3903,CUL9,PTPRN2
3904,CUL9,CCDC8
3905,CUL9,CUL7
3906,CUL9,CUL9
3907,CUL9,OBSL1
3908,CUL9,SKP1
3909,CUL7,PLEC
3910,CUL7,PHRF1
3911,CUL7,CUL9
3912,PLEKHA4,ADD1
3913,PLEKHA4,DST
3914,PLEKHA4,FLNA
3915,PLEKHA4,MYH11
3916,PLEKHA4,NUMA1
3917,PLEKHA4,PLEC
3918,PLEKHA4,POLE
3919,PLEKHA4,PTK7
3920,PLEKHA4,CHD1L
3921,PLEKHA4,MDN1
3922,PLEKHA4,HEATR1
3923,PLEKHA4,FANCI
3924,PLEKHA4,EEFSEC
3925,PLEKHA4,AHNAK
3926,ASH2L,KMT2D
3927,RBBP5,KMT2D
3928,SETD1A,AHNAK
3929,SETD1A,KMT2D
3930,PINK1,FLNA
3931,PINK1,PLEC
3932,PINK1,DST
3933,PINK1,AHNAK
3934,PINK1,NUMA1
3935,PINK1,USP36
3936,TP53,CUL9
3937,YAP1,MYH11
3938,TFCP2,MYH11
3939,WHSC1,NUMA1
3940,WHSC1,FLNA
3941,FANCD2,AHNAK
3942,FANCD2,PLEC
3943,FANCD2,FLNA
3944,FANCD2,HEATR1
3945,FANCD2,NUMA1
3946,FANCD2,FANCI
3947,M,ATP12A
3948,N,PDE4DIP
3949,ORF7a,ATM
3950,ORF7a,FANCI
3951,M,ATP12A
3952,M,ATP8B2
3953,M,FANCI
3954,nsp7,FOCAD
3955,nsp8,FOCAD
3956,ORF7a,ATM
3957,ORF7a,MDN1
3958,ORF7a,FANCI
3959,FOCAD,TUBB6
3960,TUBB6,FOCAD
3961,TUBB3,FOCAD
3962,TUBG1,FOCAD
3963,FOCAD,TUBG1
3964,FOCAD,CETN1
3965,SAMD12,FLNA
3966,ORF7a,ATM
3967,ENG,EEFSEC
3968,E6,FLNA
3969,E7,LAMA3
3970,PTEN,MDN1
3971,LINC01554,HMCN1
3972,LINC01554,DST
3973,MIR7-1,USP36
3974,MIR15B,USP36
3975,MIR16-1,USP36
3976,MIR17,USP36
3977,MIR19B2,USP36
3978,MIR21,USP36
3979,MIR29A,USP36
3980,MIR29C,USP36
3981,MIR34B,USP36
3982,MIR128-1,USP36
3983,MIR138-2,USP36
3984,SNAI1,USP36
3985,USP36,SNAI1
3986,CYLD,FLNA
3987,TRIM6,FLNA
3988,ZC3H18,HEATR1
3989,CAV2,FLNA
3990,DOK2,FLNA
3991,DUSP4,PLEC
3992,FGFR1,PLEC
3993,FGFR1,OBSCN
3994,MTA2,AHNAK
3995,PDPK1,HSPG2
3996,PEBP1,PTK7
3997,PRKD1,PLEC
3998,PTPN12,FLNA
3999,PTPRR,PLEC
4000,RAB5A,FANCI
4001,RASA1,FLNA
4002,RPS6KA1,DGCR2
4003,SH2D3C,HPS5
4004,SH2D3C,POLE
4005,NREP,FLNA
4006,ERBB2,DST
4007,EMC1,AGL
4008,EMC1,SLC12A3
4009,EMC1,AHNAK
4010,EMC1,AHNAK2
4011,EMC2,AGL
4012,EMC2,AHNAK
4013,MMGT1,AHNAK
4014,MMGT1,AGL
4015,MMGT1,AHNAK2
4016,GOLGA6L2,NUMA1
4017,CHD2,FLNA
4018,CASQ2,PLEC
4019,PPP1R15A,PLEC
4020,ANXA2,AHNAK
4021,TAC1,PLEC
4022,FLNA,ZGRF1
4023,FLNA,DND1
4024,FLNA,ALKBH8
4025,FLNA,MAP3K2
4026,PTPRB,MADD
4027,RPL3,AHNAK2
4028,VDAC2,AHNAK
4029,PEX5,PLEC
4030,POLE,UHRF1BP1
4031,AHNAK,DOCK11
4032,AHNAK,CNST
4033,AHNAK,JADE3
4034,AHNAK,HIST1H2BH
4035,AHNAK,OR10H1
4036,PAPPA,PLEC
4037,PLEC,INA
4038,PLEC,CCDC27
4039,PLEC,FILIP1L
4040,PLEC,CCDC62
4041,PLEC,FGD5
4042,PLEC,RSRC2
4043,PLEC,N4BP2
