,GENE,INTERACTORS
90,FLNA,"DRD2,XX-FW83128A1.1,RP5-1119A7.4,XX-FW83128A1.1,HSPC057,XX-FW83128A1.1,RP1-302G2.1,XX-FW83128A1.1,Nek2,XX-FW83128A1.1,KLHL12,XX-FW83128A1.1,TES,XX-FW83128A1.1,MYO1C,XX-FW83128A1.1,TP53BP1,XX-FW83128A1.1,ARRB1,XX-FW83128A1.1,FLNB,XX-FW83128A1.1,RP11-479G22.2,XX-FW83128A1.1,MCM2,XX-FW83128A1.1,SMURF1,XX-FW83128A1.1,DBN1,XX-FW83128A1.1,RALA,XX-FW83128A1.1,RP11-175D17.1,XX-FW83128A1.1,TPM4,XX-FW83128A1.1,DCN,XX-FW83128A1.1,DNAAF5,XX-FW83128A1.1,CRK,XX-FW83128A1.1,Grm7,XX-FW83128A1.1,LGALS14,XX-FW83128A1.1,RP11-574K11.6,XX-FW83128A1.1,CDH1,XX-FW83128A1.1,APOH,XX-FW83128A1.1,MTNR1A,XX-FW83128A1.1,MAP2K2,RP23-436K3.1,RP23-136K12.2,XX-FW83128A1.1,G3BP1,XX-FW83128A1.1,MPRIP,XX-FW83128A1.1,RP11-324E23.2,XX-FW83128A1.1,FAM101A,XX-FW83128A1.1,RP1-76K10.1,XX-FW83128A1.1,LIG4,XX-FW83128A1.1,HMGB2,XX-FW83128A1.1,CDK2,XX-FW83128A1.1,Itga5,XX-FW83128A1.1,RANBP2,XX-FW83128A1.1,RPA1,XX-FW83128A1.1,DADB-118P11.2,XX-FW83128A1.1,KCNE4,XX-FW83128A1.1,RP23-396M19.2,XX-FW83128A1.1,EPS15,XX-FW83128A1.1,TWF1,XX-FW83128A1.1,RP23-101J23.1,XX-FW83128A1.1,MYO1E,XX-FW83128A1.1,ARPC3,XX-FW83128A1.1,SORBS2,XX-FW83128A1.1,USP19,XX-FW83128A1.1,CCDC8,XX-FW83128A1.1,IKBIP,XX-FW83128A1.1,RP13-228J13.4,XX-FW83128A1.1,NPHP1,XX-FW83128A1.1,AL133330.1,XX-FW83128A1.1,PHLDB2,XX-FW83128A1.1,RP1-34B20.8,XX-FW83128A1.1,DAPK3,XX-FW83128A1.1,CFL2,XX-FW83128A1.1,SPTAN1,XX-FW83128A1.1,NTRK1,XX-FW83128A1.1,RP4-657E11.7,XX-FW83128A1.1,AL583886.1,XX-FW83128A1.1,CUL7,XX-FW83128A1.1,VCAM1,XX-FW83128A1.1,CAMKK2,XX-FW83128A1.1,DSG2,XX-FW83128A1.1,FABP1,XX-FW83128A1.1,STON2,XX-FW83128A1.1,Flot1,XX-FW83128A1.1,Lima1,XX-FW83128A1.1,PPP1R12A,XX-FW83128A1.1,MYO18A,XX-FW83128A1.1,HIV1gp2,XX-FW83128A1.1,MTNR1B,XX-FW83128A1.1,RP11-354A16.1,XX-FW83128A1.1,MSTP028,XX-FW83128A1.1,FLOT2,XX-FW83128A1.1,BRCA1,XX-FW83128A1.1,HSPC231,XX-FW83128A1.1,RP5-824I19__A.1,XX-FW83128A1.1,CYBRD1,XX-FW83128A1.1,RP11-534G20.1,XX-FW83128A1.1,RP11-470J20.3,XX-FW83128A1.1,Racgap1,XX-FW83128A1.1,DAAP-285E11.7,XX-FW83128A1.1,CGI-151,XX-FW83128A1.1,AFAP1,XX-FW83128A1.1,ITGB7,XX-FW83128A1.1,RP4-547C9.3,XX-FW83128A1.1,PPP1R9B,XX-FW83128A1.1,PPP1CA,XX-FW83128A1.1,PPP1CC,XX-FW83128A1.1,WDR1,XX-FW83128A1.1,CRY2,XX-FW83128A1.1,VHL,XX-FW83128A1.1,AP2B1,XX-FW83128A1.1,RP23-43J1.4,XX-FW83128A1.1,CORO1B,XX-FW83128A1.1,FSCN1,XX-FW83128A1.1,PP2593,XX-FW83128A1.1,RP11-1000B6.5,XX-FW83128A1.1,ARFGEF2,XX-FW83128A1.1,PLEKHG3,XX-FW83128A1.1,CGI-07,XX-FW83128A1.1,ASB2,XX-FW83128A1.1,CORO1C,XX-FW83128A1.1,ICAM1,XX-FW83128A1.1,AP2M1,XX-FW83128A1.1,SEC13,XX-FW83128A1.1,RP1-164F3.2,XX-FW83128A1.1,Tmod3,XX-FW83128A1.1,MAP3K3,XX-FW83128A1.1,GNB2,XX-FW83128A1.1,HNRNPA1,XX-FW83128A1.1,ACTR3,XX-FW83128A1.1,RP11-350O14.7,XX-FW83128A1.1,GNAI1,XX-FW83128A1.1,RP4-543J19.4,XX-FW83128A1.1,RPA3,XX-FW83128A1.1,ACTR2,XX-FW83128A1.1,TDRD15,XX-FW83128A1.1,TRIM55,XX-FW83128A1.1,ACTG1,XX-FW83128A1.1,HSPC075,XX-FW83128A1.1,OK/SW-cl.40,XX-FW83128A1.1,REL,XX-FW83128A1.1,PP1396,XX-FW83128A1.1,RP11-244N9.1,XX-FW83128A1.1,TRIO,XX-FW83128A1.1,HNRNPD,XX-FW83128A1.1,Tpm1,XX-FW83128A1.1,BANF1,XX-FW83128A1.1,CPM,XX-FW83128A1.1,TMOD3,XX-FW83128A1.1,CUL3,XX-FW83128A1.1,MYBL2,XX-FW83128A1.1,ITGB3,XX-FW83128A1.1,Actb,XX-FW83128A1.1,SHBG,XX-FW83128A1.1,CALM1,XX-FW83128A1.1,MISP,XX-FW83128A1.1,ANXA2,XX-FW83128A1.1,TRAF2,XX-FW83128A1.1,RP4-789D17.2,XX-FW83128A1.1,RP3-470L14.2,XX-FW83128A1.1,MAPRE1,XX-FW83128A1.1,CMIP,XX-FW83128A1.1,Coro1c,XX-FW83128A1.1,UNQ6505/PRO21383,XX-FW83128A1.1,ANTXR1,XX-FW83128A1.1,ACTB,XX-FW83128A1.1,RP1-117P20.2,XX-FW83128A1.1,PIK3C2A,XX-FW83128A1.1,TSGA10,XX-FW83128A1.1,NEXN,XX-FW83128A1.1,RP11-54H19.1,XX-FW83128A1.1,RP1-179N16.5,XX-FW83128A1.1,CAPZA1,XX-FW83128A1.1,OK/SW-cl.85,XX-FW83128A1.1,UAP1,XX-FW83128A1.1,CDC73,XX-FW83128A1.1,PAN2,XX-FW83128A1.1,CPLX1,XX-FW83128A1.1,RP1-130E4.1,XX-FW83128A1.1,RAB8B,XX-FW83128A1.1,RP11-298P3.4,XX-FW83128A1.1,RP11-553L6.5,XX-FW83128A1.1,FURIN,RP23-436K3.1,Prkaa1,XX-FW83128A1.1,RP5-823N20.1,XX-FW83128A1.1,MYO19,XX-FW83128A1.1,FAM90A1,XX-FW83128A1.1,MAP2K4,RP23-436K3.1,AP2A1,XX-FW83128A1.1,DMWD,XX-FW83128A1.1,DYNC1LI2,XX-FW83128A1.1,NPM1,XX-FW83128A1.1,DAAP-285E11.2,XX-FW83128A1.1,AKAP12,XX-FW83128A1.1,RP11-353C18.2,XX-FW83128A1.1,KIAA1211,XX-FW83128A1.1,ITPR3,XX-FW83128A1.1,RP11-169K16.5,XX-FW83128A1.1,SSFA2,XX-FW83128A1.1,ACAD10,XX-FW83128A1.1,MYH11,XX-FW83128A1.1,SPTBN2,XX-FW83128A1.1,SIRT7,XX-FW83128A1.1,CTTN,XX-FW83128A1.1,HACE1,RP23-436K3.1,ALKBH3,XX-FW83128A1.1,HSP90AA1,XX-FW83128A1.1,RP11-383C12.1,XX-FW83128A1.1,RP11-112J3.4,XX-FW83128A1.1,JUP,XX-FW83128A1.1,Calml3,XX-FW83128A1.1,DYNC1LI1,XX-FW83128A1.1,DAB2,XX-FW83128A1.1,RP5-975D15.2,XX-FW83128A1.1,RP11-3J11.4,XX-FW83128A1.1,MYO5A,XX-FW83128A1.1,PFDN4,XX-FW83128A1.1,ARPC1B,XX-FW83128A1.1,RP4-677H15.3,XX-FW83128A1.1,ITGA4,XX-FW83128A1.1,RP11-477J21.1,XX-FW83128A1.1,RP3-472A9.1,XX-FW83128A1.1,ADRB2,XX-FW83128A1.1,KCND2,XX-FW83128A1.1,CASR,XX-FW83128A1.1,SYNPO,XX-FW83128A1.1,CLTC,XX-FW83128A1.1,SSH2,XX-FW83128A1.1,RP1-68O2.1,XX-FW83128A1.1,CD81,XX-FW83128A1.1,FN1,XX-FW83128A1.1,CAPN6,XX-FW83128A1.1,DYNC1H1,XX-FW83128A1.1,CORO2A,XX-FW83128A1.1,BASP1,XX-FW83128A1.1,XX-FW83128A1.1,hCG_2029577,RAI14,XX-FW83128A1.1,ACTN4,XX-FW83128A1.1,RPS23,XX-FW83128A1.1,SPTBN1,XX-FW83128A1.1,DRD3,XX-FW83128A1.1,OTUD5,XX-FW83128A1.1,MAP2K1,RP23-436K3.1,XX-FW83128A1.1,ZBTB1,PP624,XX-FW83128A1.1,DN-491F10.4,XX-FW83128A1.1,CAPZA2,XX-FW83128A1.1,CLTB,XX-FW83128A1.1,APC,XX-FW83128A1.1,ANLN,XX-FW83128A1.1,SYNPO2,XX-FW83128A1.1,ARPC4,XX-FW83128A1.1,ISG15,XX-FW83128A1.1,PALM,XX-FW83128A1.1,COBL,XX-FW83128A1.1,Flnb,XX-FW83128A1.1,LGALS1,XX-FW83128A1.1,RP11-98I9.5,XX-FW83128A1.1,TP53,XX-FW83128A1.1,CARD8,XX-FW83128A1.1,FLII,XX-FW83128A1.1,MYC,XX-FW83128A1.1,SH2B3,XX-FW83128A1.1,NLGN3,XX-FW83128A1.1,OTUD1,XX-FW83128A1.1,TJP1,XX-FW83128A1.1,IQGAP1,XX-FW83128A1.1,DIXDC1,XX-FW83128A1.1,SPECC1,XX-FW83128A1.1,PFDN5,XX-FW83128A1.1,GRB2,XX-FW83128A1.1,PDLIM7,XX-FW83128A1.1,TCF4,XX-FW83128A1.1,SIRT6,XX-FW83128A1.1,CHMP4B,XX-FW83128A1.1,CFL1,XX-FW83128A1.1,PLEC,XX-FW83128A1.1,ARRB2,XX-FW83128A1.1,F3,XX-FW83128A1.1,CRY1,XX-FW83128A1.1,MYO1B,XX-FW83128A1.1,GP1BA,XX-FW83128A1.1,CD59,XX-FW83128A1.1,MYO5C,XX-FW83128A1.1,FILIP1,XX-FW83128A1.1,PDIA3,XX-FW83128A1.1,HDAC5,XX-FW83128A1.1,GNN,XX-FW83128A1.1,OBSL1,XX-FW83128A1.1,PPP1CB,XX-FW83128A1.1,TPM1,XX-FW83128A1.1,RP1-184J9.3,XX-FW83128A1.1,RP11-317F20.1,XX-FW83128A1.1,ECT2,XX-FW83128A1.1,TRA2B,XX-FW83128A1.1,CLINT1,XX-FW83128A1.1,SMAD3,XX-FW83128A1.1,RP11-536C5.3,XX-FW83128A1.1,HRIHFB2017,XX-FW83128A1.1,ITGB6,XX-FW83128A1.1,FBXW11,XX-FW83128A1.1,S100A10,XX-FW83128A1.1,TXNDC16,XX-FW83128A1.1,CLTA,XX-FW83128A1.1,RP11-5P18.6,XX-FW83128A1.1"
91,NEB,"CALM1,NEB,MYPN,NEB,NEB,XIRP2,NEB,TPM1,NEB,SNTA1,MCM2,NEB,APC,NEB,DES,NEB,NEB,TRIM55,NEB,RP1-179N16.5,ACTG2,NEB,MAPK1,NEB,NEB,RP4-786G8.2,KLHL40,NEB,NEB,XIRP1,MTNR1A,RP23-330F15.1,NEB,RP11-112J3.4,Mbp,NEB,NEB,PRKAB2,NEB,RP11-68I18.7,NEB,STK3,NEB,SP1,NEB,TRIM63,NEB,RP11-244N9.1"
92,XIRP1,"FLNC,XIRP1,EVL,XIRP1,ACTA1,XIRP1,RP11-496N12.7,XIRP1,NEB,XIRP1,VASP,XIRP1,RP11-56H7.1,XIRP1"
93,PLCD1,"PLCD1,RBM24,GPBP1,PLCD1,PLCD1,RALA,APP,PLCD1,PLCD1,RP5-1054A22.2,PLCD1,RAB11B,PLCD1,SMARCD1,GDF5,PLCD1,Plcd1,XPO1,CAGF28,PLCD1,FBXL4,PLCD1,KIF3A,PLCD1,PLCD1,RP5-990P15.1,PLCD1,UNQ6368/PRO21073/PRO21384,PLCD1,RP11-520H16.1,GAP43,PLCD1"
94,FYCO1,"FYCO1,RP1-184J9.1,FYCO1,PRMT6,FYCO1,MLYCD,FYCO1,RP11-346K17.1,FYCO1,RP4-547C9.3,FYCO1,RP11-443G18.6,CCT6B,FYCO1,FYCO1,PAX6,DTNA,FYCO1,FYCO1,RFT1,FYCO1,MAP1LC3B,FYCO1,RP11-437A18.1,DDX60,FYCO1,FYCO1,XX-FW88778H2.1,FYCO1,KIF5B,FYCO1,RP11-54H19.1,FYCO1,SEC24B,CCDC68,FYCO1,FYCO1,XPO1,FYCO1,HSPC057,FYCO1,OK/SW-cl.85,FYCO1,RAF1,FYCO1,PRED77,FYCO1,TMPO,ADO,FYCO1,C17orf59,FYCO1,FYCO1,RP1-222E13.9,FYCO1,KIF23,FYCO1,RPA3,FYCO1,MON1B,FYCO1,NOL9,FYCO1,GOPC,FYCO1,RP11-426L16.2,FYCO1,RP11-339B21.1,APP,FYCO1,FYCO1,HIF1AN,FYCO1,RPA1,FYCO1,SASS6,CCDC101,FYCO1,CCT7,FYCO1,C18orf8,FYCO1,CGI-43,FYCO1,FYCO1,MAP4,CCT6A,FYCO1,FYCO1,RP11-379J5.1,FYCO1,TCP1,CCT2,FYCO1,FOXK1,FYCO1,FYCO1,PPL"
95,DNAH1,
96,FRAS1,"FRAS1,QPCT,FRAS1,UNQ735/PRO1429,FRAS1,SCGB1D1,FRAS1,ZFP41,DEFA5,FRAS1,FRAS1,GML,FRAS1,UNQ648/PRO1278,FRAS1,MGAT4C,FRAS1,ST8SIA4,FRAS1,XX-FW83563B9.3,FRAS1,UNQ649/PRO1279,FRAS1,NXPH2,FRAS1,PVRIG,FRAS1,UNQ292/PRO331,FRAS1,UNQ360/PRO655,FRAS1,PSG8,FRAS1,RP11-485B17.2,FRAS1,RP11-196G18.2,FRAS1,OS9,FRAS1,UNQ675/PRO1309,FRAS1,UNQ570/PRO1132,FRAS1,RP3-480J14.1,FRAS1,RP11-239E10.4,FRAS1,ZPBP2,FRAS1,RP1-224A6.7,FRAS1,ZNF408,FRAS1,GPHA2,CHST8,FRAS1,FRAS1,RP11-528G1.4,FRAS1,LIPH,FRAS1,UNQ769/PRO1563,FRAS1,UNQ486/PRO1002"
97,SZT2,"LL22NC03-113A11.1,SZT2,CRX,SZT2,SHMT2,SZT2,KPTN,SZT2,REL,SZT2,RAD23A,SZT2,SZT2,UNQ6349/PRO21054,C7orf60,SZT2,ITFG2,SZT2,DOCK5,SZT2,SZT2,TCF4,RP23-63D8.3,SZT2"
98,BCLAF1,"BCLAF1,ZC3H11A,BCLAF1,EGFR,BAG3,BCLAF1,BCLAF1,YWHAG,ARRB2,BCLAF1,BCLAF1,VCP,BCLAF1,CHD1,BCLAF1,RP1-237H22.1,BCLAF1,PAN2,BCLAF1,HDAC11,BCLAF1,RP3-423B22.3,BCLAF1,RP4-635E18.2,BCLAF1,CSNK2A2,BCLAF1,FXR1,BCLAF1,CLK3,BCLAF1,tcag7.39,BCLAF1,OBSL1,ARRB1,BCLAF1,BCLAF1,CAGF28,BCLAF1,CUL7,BCLAF1,Uso1,BCLAF1,RP23-333D2.2,BCLAF1,COQ2,BCLAF1,CDKN2AIPNL,BCLAF1,GAN,BCLAF1,SART3,BCLAF1,PABPN1,BCLAF1,Tipin,BCLAF1,RP3-422H11.1,BCLAF1,PRMT8,BCLAF1,RP5-1189B24.5,BCLAF1,SMURF1,BCLAF1,CGI-59,BCLAF1,RP11-519K18.1,BCLAF1,CUL3,BCLAF1,HSPC206,BCLAF1,NANOG,BCLAF1,THOC1,BCLAF1,RP4-531M19.2,BCLAF1,SRRM1,BCLAF1,U2AF2,BCLAF1,Psmb5,BCLAF1,RP11-714M16.1,BARD1,BCLAF1,BCLAF1,NTRK1,BCLAF1,CSNK2A1,BCLAF1,THOC7,BCLAF1,SRPK2,BCLAF1,ZBTB1,BCLAF1,FMR1,BCLAF1,CLK1,BCLAF1,RP1-222E13.9,BCLAF1,Prkaa1,BCLAF1,THOC3,BCLAF1,PSEC0006,BCLAF1,HT031,BCLAF1,HSPC322,BCLAF1,PDGFRB,BCLAF1,LA16c-OS12.1,BCLAF1,Numb,BCLAF1,DAAP-97M17.4,BCLAF1,SRSF9,BCLAF1,Erh,BCLAF1,CDK2,ALYREF,BCLAF1,BCLAF1,CTA-215D11.1,BCLAF1,Mad2l1,BCLAF1,XX-FW88778H2.1,BCLAF1,THOC5,BCLAF1,GS1-120K12.1,BCLAF1,RP23-199A2.2,BCLAF1,RP4-756N5.1,BCLAF1,MSTP054,BCLAF1,XPO1,BCLAF1,RP11-573G6.1,BCLAF1,PRMT1,BCLAF1,HSPC057,BCLAF1,Slc25a4,BCLAF1,UNK,BCLAF1,SUZ12,BCLAF1,CORO2A,ASB3,BCLAF1,BCLAF1,THRAP3,BCLAF1,SPIN1,BCLAF1,XXbac-BCX105G6.6,BCLAF1,RP11-426L16.2,BCLAF1,RP11-90M2.2,BCLAF1,PNN,BCLAF1,RP1-134O19.1,BCLAF1,SNRNP70,BCLAF1,Dennd6a,BCLAF1,RP1-130E4.1,BCLAF1,CLK2,ALKBH3,BCLAF1,ASB18,BCLAF1,BCLAF1,PIN1,BCLAF1,CCNB1,BCLAF1,RP1-34B20.8,BCLAF1,NXF1,BCLAF1,CAND1,BCLAF1,RP11-390P24.1,BCLAF1,CTA-150C2.15-003,BCLAF1,CBX8"
99,KMT2C,"KDM4B,KMT2C,ASCL2,KMT2C,KMT2C,RP13-886N14.3,KMT2C,WDR5,KMT2C,RBBP5,KMT2C,PAGR1,APPL2,KMT2C,DPY30,KMT2C,KMT2C,UNQ9342/PRO34047,CAGF28,KMT2C,CDC73,KMT2C,KMT2C,RP11-269C23.2,ELAVL1,KMT2C,KMT2C,MTNR1B,KMT2C,RP5-1181N3.2,KMT2C,UNQ532/PRO1075,ASH2L,KMT2C,JUN,KMT2C,KMT2C,RP1-179N16.5,HIST3H3,KMT2C,KMT2C,RP11-203J24.1,HIST2H3C,KMT2C,KMT2C,RP11-396C23.1,KMT2C,SMARCB1,HIST1H3A,KMT2C"
100,ANK1,"ANK1,RHAG,ANK1,SPTB,ANK1,RP1-249I4.1,ANK1,TIAM1,ANK1,KCTD6,AL133330.1,ANK1,ANK1,SLC4A3,ANK1,SLC4A1,ANK1,SPTA1,ANK1,VAC14,ANK1,TTN,ANK1,CUL3,ANK1,HSPB1,ANK1,RP11-96L7.1,ANK1,RYR1,ANK1,RP5-1139B12.1,ANK1,CHL1,ANK1,RP13-122B23.3,ANK1,tcag7.1034,ANK1,RP1-267P19.1,ANK1,RP4-569D19.7,ANK1,PIKFYVE,ANK1,SPTBN1"
101,TNC,"TNNC1,TNNT1,PRED77,TNNC1,TNNC1,TNNI2,CDK1,TNNC1,TNNC1,TNNI3,TNNC1,TNNT2,FN1,TNC,CNN1,TNNC1,POLR2G,TNNC1,TNNC1,TNNI1,NCAN,TNC,ITGA9,TNC,EGFR,TNC,TNNC1,TRIM63,RP3-447F3.1,TNNC1,RBM15B,TNNC1"
102,CDK5RAP2,"RP23-402H11.2,TBC1D31,MAPRE1,RP11-412P1.1,RP23-402H11.2,RP4-791M13.2,PCM1,RP23-402H11.2,RP11-412P1.1,RP23-193M19.1,RALBP1,RP11-412P1.1,RP11-412P1.1,USP43,RP11-462D18.3,RP23-402H11.2,MYO10,RP23-402H11.2,MZT2B,RP11-412P1.1,C6orf141,RP11-412P1.1,PRO1608,RP11-412P1.1,RP11-412P1.1,RP11-540N4.1,RP11-412P1.1,STK36,PRKACA,RP11-412P1.1,LPXN,RP11-412P1.1,RP1-147M19.1,RP11-412P1.1,AKAP9,RP23-402H11.2,FAM81B,RP11-412P1.1,PTTG1,RP11-412P1.1,CRMP1,RP11-412P1.1,RP11-412P1.1,SUZ12,RP11-412P1.1,RPGRIP1L,RP11-412P1.1,RP11-552J9.2,C17orf59,RP11-412P1.1,RP11-412P1.1,RP23-244H7.2,RP11-413M3.10,RP23-402H11.2,HAP1,RP11-412P1.1,MZT2A,RP11-412P1.1,BOS_18467,RP11-412P1.1,RP11-82H13.1,RP23-402H11.2,CEP170,RP23-402H11.2,PRKACA,RP23-402H11.2,PRKAR2A,RP23-402H11.2,MIB1,RP23-402H11.2,CHMP4B,RP11-412P1.1,C1orf87,RP11-412P1.1,PCBD1,RP11-412P1.1,RP11-412P1.1,RP4-791M13.2,RP11-412P1.1,Uso1,PP8407,RP11-412P1.1,KIAA0753,RP23-402H11.2,MAGEH1,RP11-412P1.1,CDK5,RP11-412P1.1,CEP68,RP11-412P1.1,FGFR1OP,RP11-412P1.1,Fgfr1op,RP11-412P1.1,Prkar2a,RP11-412P1.1,KAT5,RP11-412P1.1,Prkacb,RP11-412P1.1,CEP152,RP11-412P1.1,PGAP2,RP23-402H11.2,PTN,RP11-412P1.1,PRKAR2B,RP11-412P1.1,RP11-412P1.1,RP11-82H13.1,RP11-229P13.8,RP11-412P1.1,DYNLL1,RP11-412P1.1,RP11-412P1.1,SENP2,RP11-408K19.2,RP11-412P1.1,IKBIP,RP11-412P1.1,RP11-412P1.1,RP11-413M3.9,MLF1,RP11-412P1.1,RP11-17H4.1,RP11-412P1.1,RP11-412P1.1,RP3-402G11.6,CEP72,RP23-402H11.2,RP11-412P1.1,TUBGCP5,CGI-59,RP11-412P1.1,FGL2,RP11-412P1.1,RP11-412P1.1,TUBGCP2,RP11-412P1.1,TUBG1,CEP131,RP23-402H11.2,RBM48,RP11-412P1.1,AKAP9,RP11-412P1.1,RP11-412P1.1,ZPR1,NME7,RP11-412P1.1,FBXO25,RP11-412P1.1,RP23-402H11.2,SIPA1L3,LINC01587,RP11-412P1.1,RP11-412P1.1,RP11-480K16.2,RP11-412P1.1,TRIM37,PCNT,RP11-412P1.1,PLK4,RP11-412P1.1,RP11-412P1.1,STARD9,MUS81,RP11-412P1.1,PCNT,RP23-402H11.2,DYNLL1,RP23-402H11.2,AD-011,RP11-412P1.1,RP11-412P1.1,RP23-185A18.13-001,CDK5R1,RP11-412P1.1,RP11-412P1.1,SOCS6,RP11-412P1.1,SSH3"
103,CELSR2,"CELSR2,DTWD2,CELSR2,PCDH20,CELSR2,ZBBX,CELSR2,ST8SIA4,CELSR2,NXPH2,CELSR2,DADB-70P7.1,CELSR2,RYK,CELSR2,DDX39A,CELSR2,PSG8,CELSR2,UNQ3023/PRO9821,CELSR2,RP11-485B17.2,CELSR2,PCDHGB1,CELSR2,UNQ570/PRO1132,CELSR2,UNQ296/PRO336,CELSR2,NAALADL2,CELSR2,USP36,CELSR2,UNQ480/PRO943,CELSR2,UNQ395/PRO731,CELSR2,SIRT6,CELSR2,LCA5,CELSR2,RP5-1018E9.1,CELSR2,UNQ735/PRO1429,CELSR2,RPL28,CELSR2,TMEM30B"
104,INSC,"INSC,UNQ574/PRO1136"
105,SLC6A13,"ATXN1,SLC6A13"
106,B4GALNT3,"B4GALNT3,PILRA,B4GALNT3,GAA,B4GALNT3,SCGB2A2"
107,FLG,"FGFR1,TNK2,FGFR1,RTN1,FGFR1,GRB14,FGF1,FGFR1,FLG,PI4KA,C14orf37,FGFR1,FGFR1,RP11-3J10.3,FGFR1,NCK2,FLG,HNRNPA1,FLG,RP11-101E13.2,FGFR1,PIK3R2,ERBB3,FGFR1,FGFR1,UNQ3027/PRO9828,FGFR1,PKM,AKT1,FGFR1,C19orf45,FGFR1,FGFR1,LDLRAD4,FGFR1,JAK2,FGFR1,UBC,C21orf59,FLG,FGFR1,LITAF,FGFR1,NCAM1,FLG,TUBG1,FLG,UCP2,EVI2A,FGFR1,FGFR1,PIG53,FLG,HSPC057,FLG,KIR3DS1,FGFR1,PPP2R1B,FGF8,FGFR1,FGFR1,RP11-759L5.3,FLG,UNQ1888/PRO4333,FGF10,FGFR1,C16orf58,FGFR1,FGFR1,PVRL1,FGFR1,SOS1,FGFR1,UNQ598,CD79B,FGFR1,FGFR1,GAD1,FLG,ZSCAN12,FGFR1,KPNB1,FGFR1,RES4-23,Fgfr1,GZMB,EPHA4,FGFR1,FGF5,FGFR1,FGFR1,RP11-492M19.2,FAM8A1,FGFR1,CDC20,FGFR1,FGFR1,NCK1,FGF2,FGFR1,FCGRT,FGFR1,FGFR1,UNQ1867/PRO4303,FGFR1,PDP1,FGFR1,HTR1A,FGFR1,UNQ305/PRO346,FGFR1,FGFR2,FGFR1,PTK6,FGFR1,UNQ160/PRO186,FLG,GMCL1,FGFR1,TGFBR2,FGFR1,RP11-393H10.3,FGF3,FGFR1,FGFR1,UNQ3098/PRO10075,Fgfr1,METAP2,CDH1,FGFR1,FGFR1,RP11-298J23.2,FGFR1,UNQ161/PRO187,FGFR1,RP3-503F13.3,FGFR1,HDCGA21P,FLG,STK16,BNIP2,FGFR1,FGFR1,PIK3R1,FGFR1,RP5-823N20.1,FGFR1,KAL1,FGFR1,RP3-511B24.2,FGFR1,RP11-228B15.5,FGFR1,HSP90AA1,FGFR1,GOLGA7B,FGFR1,YES1,FGFR1,RP11-6J24.1,FGFR1,TPCN2,FLG,USP1,FGFR1,L1CAM,FLG,OK/SW-cl.84,FGFR1,hCG_2022374,FGFR1,TSPAN3,FDPS,FGFR1,FLG,Z69720.1-002,FGFR1,RP1-12G14.8,FGFR1,TMEM30B,FGFR1,VAV1,FGFR1,RP11-385F5.1,FGFR1,UNQ316/PRO361,FGFR1,TENC1,FGFR1,FRS2,FGFR1,RTN3,FGFR1,OK/SW-cl.35,FLG,RP11-297A16.3,FGFR1,STAT3,CRK,FGFR1,FGF9,FGFR1,Fgfr1,HDLBP,FGFR1,LTBR,EZH2,FLG,DLK1,FGFR1,FGFR1,RP11-21A7A.2,FGFR1,UNQ296/PRO336,CREBBP,FGFR1,FLG,RP11-461N23.8,FLG,RP3-417M14.2,CGI-35,FLG,Fgfr1,HOMEZ,FGF6,FGFR1,FGFR1,UNQ256/PRO293,FGFR1,SLA,FGFR1,SCN3B,AL133330.1,FGFR1,FGFR1,ITK,FLG,MCL1,FGFR1,FGFR1"
108,IRAK3,"IRAK3,LDB1,IRAK3,RP11-7O11.6,IRAK1,IRAK3,IRAK2,IRAK3,IRAK3,RP11-210N13.4,HUSSY-29,IRAK3,FOLR1,IRAK3,HOXB7,IRAK3,HSP90AA1,IRAK3,IRAK3,NTRK3,CDCA5,IRAK3,ADH1B,IRAK3,CD14,IRAK3,IRAK3,MSTP026,IRAK3,TRAF6,IRAK3,NONO,IRAK3,RP11-54A4.6,IRAK3,MYD88"
109,PHKB,"CALM1,PHKB,PHKB,RP5-1121H13.2,CALM1,Phkb,CAMK2B,PHKB,PHKB,TP53,Ndc80,PHKB,PHKB,Ppp1r3b,PHKB,TULP3,PHKB,RP11-2C24.4,PHKB,RP5-890O15.2,LGALS3BP,PHKB,PHKB,RP13-228J13.4,PHKB,hCG_2033729,PHKB,RP4-754E20__B.2,PHKB,RP5-914N13.2,HNRNPC,PHKB,HERC2,PHKB,CORO1B,PHKB,CORO1C,PHKB,DCP2,PHKB,BRAF,PHKB,AURKB,PHKB,DOK4,PHKB,PHKB,RP5-1009E24.6,PHKB,UBE3A,NTRK1,PHKB"
